Borough,COOPERATIVES COMPARABLE PROPERTIES Boro-Block-Lot,COOPERATIVES COMPARABLE PROPERTIES Address,COOPERATIVES COMPARABLE PROPERTIES Neighborhood,COOPERATIVES COMPARABLE PROPERTIES Building Classification,COOPERATIVES COMPARABLE PROPERTIES Total Units,COOPERATIVES COMPARABLE PROPERTIES Year Built,COOPERATIVES COMPARABLE PROPERTIES Gross SqFt,COOPERATIVES COMPARABLE PROPERTIES Estimated Gross Income,COOPERATIVES COMPARABLE PROPERTIES Gross Income per SqFt,COOPERATIVES COMPARABLE PROPERTIES Estimated Expense,COOPERATIVES COMPARABLE PROPERTIES Expense per SqFt,COOPERATIVES COMPARABLE PROPERTIES Net Operating Income,COOPERATIVES COMPARABLE PROPERTIES Full Market Value,COOPERATIVES COMPARABLE PROPERTIES Market Value per SqFt,COMPARABLE RENTAL 1 Boro-Block-Lot,COMPARABLE RENTAL 1 Address,COMPARABLE RENTAL 1 Neighborhood,COMPARABLE RENTAL 1 Building Classification,COMPARABLE RENTAL 1 Total Units,COMPARABLE RENTAL 1 Year Built,COMPARABLE RENTAL 1 Gross SqFt,COMPARABLE RENTAL 1 Estimated Gross Income,COMPARABLE RENTAL 1 Gross Income per SqFt,COMPARABLE RENTAL 1 Estimated Expense,COMPARABLE RENTAL 1 Expense per SqFt,COMPARABLE RENTAL 1 Net Operating Income,COMPARABLE RENTAL 1 Full Market Value,COMPARABLE RENTAL 1 Market Value per SqFt,COMPARABLE RENTAL 1 Distance from Coop in miles,COMPARABLE RENTAL 2 Boro-Block-Lot,COMPARABLE RENTAL 2 Address,COMPARABLE RENTAL 2 Neighborhood,COMPARABLE RENTAL 2 Building Classification,COMPARABLE RENTAL 2 Total Units,COMPARABLE RENTAL 2 Year Built,COMPARABLE RENTAL 2 Gross SqFt,COMPARABLE RENTAL 2 Estimated Gross Income,COMPARABLE RENTAL 2 Gross Income per SqFt,COMPARABLE RENTAL 2 Estimated Expense,COMPARABLE RENTAL 2 Expense per SqFt,COMPARABLE RENTAL 2 Net Operating Income,COMPARABLE RENTAL 2 Full Market Value,COMPARABLE RENTAL 2 Market Value per SqFt,COMPARABLE RENTAL 2 Distance from Coop in miles,COMPARABLE RENTAL 3 Boro-Block-Lot,COMPARABLE RENTAL 3 Address,COMPARABLE RENTAL 3 Neighborhood,COMPARABLE RENTAL 3 Building Classification,COMPARABLE RENTAL 3 Total Units,COMPARABLE RENTAL 3 Year Built,COMPARABLE RENTAL 3 Gross SqFt,COMPARABLE RENTAL 3 Estimated Gross Income,COMPARABLE RENTAL 3 Gross Income per SqFt,COMPARABLE RENTAL 3 Estimated Expense,COMPARABLE RENTAL 3 Expense per SqFt,COMPARABLE RENTAL 3 Net Operating Income,COMPARABLE RENTAL 3 Full Market Value,COMPARABLE RENTAL 3 Market Value per SqFt,COMPARABLE RENTAL 3 Distance from Coop in miles
Manhattan,1-01201-0029,"271 CENTRAL PARK
New York, NY
(40.767642295952506, -73.98081284498018)",UPPER WEST SIDE (79-96),D4-ELEVATOR,27,1913,83743,2047516,24.45,863390,10.31,1184126,8611000,102.83,1-01200-0005,"51 86 STREET
New York, NY
(40.62522216322383, -74.03835791014914)",UPPER WEST SIDE (79-96),D3-ELEVATOR,83,1927,70144,2092644,29.83,980376,13.98,1112268,8335000,118.83,0.05,1-01199-0055,"40 86 STREET
New York, NY
(40.6252977520216, -74.03892142632729)",UPPER WEST SIDE (79-96),D3-ELEVATOR,61,1931,92065,2250982,24.45,948917,10.31,1302065,9469000,102.85,0.11,1-01216-0027,101 WEST 85 STREET,UPPER WEST SIDE (79-96),D9-ELEVATOR,44,1900,"73,764","1,545,522",20.95,"705,681",9.57,"839,841","6,166,000",83.59,0.2
Manhattan,1-01204-0016,"35 90 STREET
New York, NY
(40.788309578966924, -73.96846302235377)",UPPER WEST SIDE (79-96),D4-ELEVATOR,100,1931,109451,3101841,28.34,979586,8.95,2122255,15265000,139.47,1-01203-0033,"295 CENTRAL PARK
New York, NY
(40.76785293529381, -73.9813365980509)",UPPER WEST SIDE (79-96),D3-ELEVATOR,136,1941,145476,4333969,29.79,1571254,10.8,2762715,20704000,142.32,0.05,1-01199-0045,"20 86 STREET
New York, NY
(40.62551619316298, -74.03982637533478)",UPPER WEST SIDE (79-96),D3-ELEVATOR,64,1929,103112,2916742,28.29,1122030,10.88,1794712,12911000,125.21,0.26,1-01216-0060,168 WEST 86 STREET,UPPER WEST SIDE (79-96),D3-ELEVATOR,50,1923,"100,042","2,835,051",28.34,"895,398",8.95,"1,939,653","13,951,000",139.45,0.31
Manhattan,1-01205-0034,"320 CENTRAL PARK
New York, NY
(40.78910808794443, -73.9665996418622)",UPPER WEST SIDE (79-96),D4-ELEVATOR,201,1931,349342,10406898,29.79,3772894,10.8,6634004,49715000,142.31,1-01201-0034,"275 CENTRAL PARK
New York, NY
(40.767682390305716, -73.98090945787948)",UPPER WEST SIDE (79-96),D3-ELEVATOR,114,1931,248962,7848186,31.52,2818828,11.32,5029358,37530000,150.75,0.2,1-01198-0029,"241 CENTRAL PARK
New York, NY
(40.767341588357006, -73.9800882483645)",UPPER WEST SIDE (79-96),D3-ELEVATOR,140,1931,253749,7025796,27.69,2399121,9.45,4626675,33338000,131.38,0.36,1-01203-0033,295 CENTRAL PARK WEST,UPPER WEST SIDE (79-96),D3-ELEVATOR,136,1941,"145,476","4,333,969",29.79,"1,571,254",10.8,"2,762,715","20,704,000",142.32,0.1
Manhattan,1-01206-0032,"325 CENTRAL PARK
New York, NY
(40.789420971361714, -73.96638253616274)",UPPER WEST SIDE (79-96),D4-ELEVATOR,20,1930,32725,922845,28.2,321360,9.82,601485,4328000,132.25,1-01832-0013,"35 96 STREET
New York, NY
(40.61604561523508, -74.03754568234692)",MANHATTAN VALLEY,D3-ELEVATOR,128,1907,36264,1205218,33.23,228669,6.31,976549,7256000,200.09,0.21,1-01201-0058,"66 88 STREET
New York, NY
(40.623598883720234, -74.03828079935721)",UPPER WEST SIDE (79-96),D1-ELEVATOR,49,1941,48555,1369396,28.2,476646,9.82,892750,6424000,132.3,0.25,1-01241-0038,204 WEST 94 STREET,UPPER WEST SIDE (79-96),D1-ELEVATOR,30,1910,"17,760","472,756",26.62,"175,787",9.9,"296,969","2,147,000",120.89,0.3
Manhattan,1-01207-0006,"57 93 STREET
New York, NY
(40.6189954052913, -74.03830295477397)",UPPER WEST SIDE (79-96),D4-ELEVATOR,42,1926,28764,814309,28.31,252260,8.77,562049,4043000,140.56,1-01200-0043,"20 87 STREET
New York, NY
(40.62471828367197, -74.03987320465122)",UPPER WEST SIDE (79-96),D1-ELEVATOR,16,1910,17046,497150,29.17,114076,6.69,383074,2874000,168.6,0.35,1-01239-0058,"292 92 STREET
New York, NY
(40.61935882230609, -74.03299880498926)",UPPER WEST SIDE (79-96),D1-ELEVATOR,24,1920,25056,709435,28.31,219782,8.77,489653,3420000,136.49,0.4,1-01201-0058,66 WEST 88 STREET,UPPER WEST SIDE (79-96),D1-ELEVATOR,49,1941,"48,555","1,369,396",28.2,"476,646",9.82,"892,750","6,424,000",132.3,0.3
Manhattan,1-01207-0015,"37 93 STREET
New York, NY
(40.61884013460591, -74.03874288838259)",UPPER WEST SIDE (79-96),D4-ELEVATOR,32,1920,53478,1080256,20.2,324077,6.06,756179,5404000,101.05,1-01201-0058,"66 88 STREET
New York, NY
(40.623598883720234, -74.03828079935721)",UPPER WEST SIDE (79-96),D1-ELEVATOR,49,1941,48555,1369396,28.2,476646,9.82,892750,6424000,132.3,0.3,1-01851-0005,"143 96 STREET
New York, NY
(40.616456000400085, -74.03636985968312)",UPPER WEST SIDE (96-116),D3-ELEVATOR,92,1927,96000,1939200,20.2,872640,9.09,1066560,7623000,79.41,0.23,1-01242-0128,203 WEST 94 STREET,UPPER WEST SIDE (79-96),D1-ELEVATOR,24,1925,"22,800","447,028",19.61,"197,439",8.66,"249,589","1,788,000",78.42,0.3
Manhattan,1-01207-0034,"336 CENTRAL PARK
New York, NY
(40.790241503809064, -73.96578745750506)",UPPER WEST SIDE (79-96),D4-ELEVATOR,97,1929,202485,4653105,22.98,1727197,8.53,2925908,21365000,105.51,1-01832-0016,"27 96 STREET
New York, NY
(40.61601521633875, -74.0376327803083)",MANHATTAN VALLEY,D3-ELEVATOR,92,1927,133915,3051647,22.79,1259210,9.4,1792437,13094000,97.78,0.16,1-01868-0061,"752 END AVENUE
New York, NY
(40.756053999992105, -73.9869510002884)",UPPER WEST SIDE (96-116),D3-ELEVATOR,210,1931,198248,4555542,22.98,1691988,8.53,2863554,20570000,103.76,0.41,1-01201-0034,275 CENTRAL PARK WEST,UPPER WEST SIDE (79-96),D3-ELEVATOR,114,1931,"248,962","7,848,186",31.52,"2,818,828",11.32,"5,029,358","37,530,000",150.75,0.3
Manhattan,1-01208-0052,"46 95 STREET
New York, NY
(40.616678497495094, -74.0377924169879)",UPPER WEST SIDE (79-96),D4-ELEVATOR,38,1923,39941,846350,21.19,313537,7.85,532813,3909000,97.87,1-01226-0040,"110 96 STREET
New York, NY
(40.616281182706686, -74.03669785733159)",UPPER WEST SIDE (79-96),D3-ELEVATOR,60,1926,81030,1717326,21.19,635687,7.85,1081639,7936000,97.94,0.18,1-01242-0128,"203 94 STREET
New York, NY
(40.61860507695047, -74.03590657544265)",UPPER WEST SIDE (79-96),D1-ELEVATOR,24,1925,22800,447028,19.61,197439,8.66,249589,1788000,78.42,0.29,1-01870-0037,206 WEST 99 STREET,UPPER WEST SIDE (96-116),D1-ELEVATOR,25,1925,"23,964","600,387",25.05,"156,619",6.54,"443,768","3,223,000",134.49,0.36
Manhattan,1-01209-0109,"55 95 STREET
New York, NY
(40.61676514801509, -74.03772017423108)",UPPER WEST SIDE (79-96),D4-ELEVATOR,48,1913,61605,1305410,21.19,483599,7.85,821811,6030000,97.88,1-01832-0013,"35 96 STREET
New York, NY
(40.61604561523508, -74.03754568234692)",MANHATTAN VALLEY,D3-ELEVATOR,128,1907,36264,1205218,33.23,228669,6.31,976549,7256000,200.09,0.06,1-01226-0040,"110 96 STREET
New York, NY
(40.616281182706686, -74.03669785733159)",UPPER WEST SIDE (79-96),D3-ELEVATOR,60,1926,81030,1717326,21.19,635687,7.85,1081639,7936000,97.94,0.17,1-01851-0005,143 WEST 96 STREET,UPPER WEST SIDE (96-116),D3-ELEVATOR,92,1927,"96,000","1,939,200",20.2,"872,640",9.09,"1,066,560","7,623,000",79.41,0.18
Manhattan,1-01210-0005,"171 79 STREET
New York, NY
(40.629436595944675, -74.03257736005527)",UPPER WEST SIDE (79-96),D4-ELEVATOR,63,1924,94659,2647612,27.97,921032,9.73,1726580,12431000,131.32,1-01210-0001,"401 AMSTERDAM AVENUE
New York, NY
(40.783357237765074, -73.97817363985683)",UPPER WEST SIDE (79-96),D6-ELEVATOR,80,1927,106521,3238313,30.4,1064065,9.99,2174248,16261000,152.66,0,1-01150-0029,"380 COLUMBUS AVENUE
New York, NY
(40.781450675062956, -73.97584439580095)",UPPER WEST SIDE (59-79),D6-ELEVATOR,43,1900,64200,1727556,26.91,530413,8.26,1197143,7370000,114.8,0.06,1-01148-0001,341 AMSTERDAM AVENUE,UPPER WEST SIDE (59-79),D6-ELEVATOR,103,1925,"125,040","3,496,888",27.97,"1,216,908",9.73,"2,279,980","16,416,000",131.29,0.16
Manhattan,1-01210-0009,"157 79 STREET
New York, NY
(40.62953900286332, -74.0330116412473)",UPPER WEST SIDE (79-96),D4-ELEVATOR,60,1911,51453,1252366,24.34,401848,7.81,850518,6186000,120.23,1-01212-0053,"150 82 STREET
New York, NY
(40.62738343847647, -74.03426391635956)",UPPER WEST SIDE (79-96),D3-ELEVATOR,60,1926,49977,1371767,27.45,414569,8.3,957198,6902000,138.1,0.1,1-01211-0052,"158 81 STREET
New York, NY
(40.628097061934575, -74.03390810401083)",UPPER WEST SIDE (79-96),D3-ELEVATOR,38,1930,37251,906871,24.34,290974,7.81,615897,4480000,120.27,0.05,1-01214-0008,165 WEST 83 STREET,UPPER WEST SIDE (79-96),D3-ELEVATOR,36,1912,"36,512","565,645",15.49,"230,486",6.31,"335,159","2,297,000",62.91,0.2
Manhattan,1-01210-0015,"145 79 STREET
New York, NY
(40.62962678019274, -74.03338388214428)",UPPER WEST SIDE (79-96),D4-ELEVATOR,67,1928,59544,1602329,26.91,491833,8.26,1110496,8024000,134.76,1-01211-0052,"158 81 STREET
New York, NY
(40.628097061934575, -74.03390810401083)",UPPER WEST SIDE (79-96),D3-ELEVATOR,38,1930,37251,906871,24.34,290974,7.81,615897,4480000,120.27,0.05,1-01150-0029,"380 COLUMBUS AVENUE
New York, NY
(40.781450675062956, -73.97584439580095)",UPPER WEST SIDE (59-79),D6-ELEVATOR,43,1900,64200,1727556,26.91,530413,8.26,1197143,7370000,114.8,0.06,1-01228-0013,2242 BROADWAY,UPPER WEST SIDE (79-96),D6-ELEVATOR,49,1905,"45,640","1,668,070",36.55,"530,568",11.63,"1,137,502","8,381,000",183.63,0.14
Manhattan,1-01211-0013,"153 80 STREET
New York, NY
(40.62890632067746, -74.03372974208449)",UPPER WEST SIDE (79-96),C6-WALK-UP,20,1910,14100,389442,27.62,84177,5.97,305265,2200000,156.03,1-01211-0028,"103 80 STREET
New York, NY
(40.62936782118541, -74.03565733028712)",UPPER WEST SIDE (79-96),C1-WALK-UP,18,1900,14370,396956,27.62,85754,5.97,311202,2243000,156.09,0,1-01211-0063,"180 81 STREET
New York, NY
(40.627898765207206, -74.03309450420292)",UPPER WEST SIDE (79-96),C7-WALK-UP,17,1900,19875,496875,25,213656,10.75,283219,2057000,103.5,0,1-01210-0038,104 WEST 80 STREET,UPPER WEST SIDE (79-96),C5-WALK-UP,13,1910,"5,670","168,300",29.68,"49,016",8.64,"119,284","894,000",157.67,0.05
Manhattan,1-01211-0029,"418 COLUMBUS AVENUE
New York, NY
(40.78274569878516, -73.9749091008905)",UPPER WEST SIDE (79-96),D4-ELEVATOR,63,1900,47487,1277875,26.91,392243,8.26,885632,6400000,134.77,1-01150-0029,"380 COLUMBUS AVENUE
New York, NY
(40.781450675062956, -73.97584439580095)",UPPER WEST SIDE (59-79),D6-ELEVATOR,43,1900,64200,1727556,26.91,530413,8.26,1197143,7370000,114.8,0.11,1-01228-0013,"2242 BROADWAY
New York, NY
(40.78467024792786, -73.97922584663115)",UPPER WEST SIDE (79-96),D6-ELEVATOR,49,1905,45640,1668070,36.55,530568,11.63,1137502,8381000,183.63,0.13,1-01227-0061,412 WEST END AVENUE,UPPER WEST SIDE (79-96),D1-ELEVATOR,37,1900,"49,840","784,299",15.74,"271,431",5.45,"512,868","3,508,000",70.39,0.23
Manhattan,1-01211-0034,"430 COLUMBUS AVENUE
New York, NY
(40.783006502173635, -73.97472024326436)",UPPER WEST SIDE (79-96),C6-WALK-UP,13,1900,12628,348785,27.62,75389,5.97,273396,1970000,156,1-01211-0028,"103 80 STREET
New York, NY
(40.62936782118541, -74.03565733028712)",UPPER WEST SIDE (79-96),C1-WALK-UP,18,1900,14370,396956,27.62,85754,5.97,311202,2243000,156.09,0,1-01211-0006,"167 80 STREET
New York, NY
(40.62878100807285, -74.03320760623193)",UPPER WEST SIDE (79-96),C1-WALK-UP,20,1910,11390,267682,23.5,108500,9.53,159182,696000,61.11,0,1-01211-0002,423 AMSTERDAM AVENUE,UPPER WEST SIDE (79-96),C7-WALK-UP,16,1910,"10,790","586,198",54.33,"147,734",13.69,"438,464","3,273,000",303.34,0
Manhattan,1-01211-0056,"170 81 STREET
New York, NY
(40.6279889000684, -74.03346432223638)",UPPER WEST SIDE (79-96),D4-ELEVATOR,49,1927,43896,1204945,27.45,364337,8.3,840608,6061000,138.08,1-01211-0052,"158 81 STREET
New York, NY
(40.628097061934575, -74.03390810401083)",UPPER WEST SIDE (79-96),D3-ELEVATOR,38,1930,37251,906871,24.34,290974,7.81,615897,4480000,120.27,0,1-01212-0053,"150 82 STREET
New York, NY
(40.62738343847647, -74.03426391635956)",UPPER WEST SIDE (79-96),D3-ELEVATOR,60,1926,49977,1371767,27.45,414569,8.3,957198,6902000,138.1,0.05,1-01210-0012,147 WEST 79 STREET,UPPER WEST SIDE (79-96),D3-ELEVATOR,61,1926,"76,193","2,491,263",32.7,"820,130",10.76,"1,671,133","12,431,000",163.15,0.05
Manhattan,1-01214-0001,"177 83 STREET
New York, NY
(40.62649317864993, -74.03346157310297)",UPPER WEST SIDE (79-96),C6-WALK-UP,15,1900,11855,231173,19.5,100886,8.51,130287,934000,78.79,1-01838-0038,"6 103 STREET
New York, NY
(40.79611530854974, -73.96154318251521)",MANHATTAN VALLEY,C5-WALK-UP,20,1910,13030,254116,19.5,110852,8.51,143264,792000,60.78,0.99,1-01838-0047,"58 MANHATTAN AVENUE
New York, NY
(40.79645136651169, -73.96308301620519)",MANHATTAN VALLEY,C4-WALK-UP,20,1940,12240,142640,11.65,90627,7.4,52013,333000,27.21,0.99,1-01859-0046,140 WEST 105 STREET,UPPER WEST SIDE (96-116),D1-ELEVATOR,29,1920,"20,994","516,307",24.59,"144,974",6.91,"371,333","1,695,000",80.74,1.06
Manhattan,1-01215-0035,"102 85 STREET
New York, NY
(40.62555767475141, -74.03601466653572)",UPPER WEST SIDE (79-96),D4-ELEVATOR,91,1931,64429,1619101,25.13,507701,7.88,1111400,8069000,125.24,1-01216-0140,"120 86 STREET
New York, NY
(40.624514611888436, -74.03560899325524)",UPPER WEST SIDE (79-96),D9-ELEVATOR,48,1912,57799,1375337,23.8,327673,5.67,1047664,7630000,132.01,0.05,1-01216-0060,"168 86 STREET
New York, NY
(40.62415422041451, -74.03408277402306)",UPPER WEST SIDE (79-96),D3-ELEVATOR,50,1923,100042,2835051,28.34,895398,8.95,1939653,13951000,139.45,0.05,1-01231-0026,215 WEST 83 STREET,UPPER WEST SIDE (79-96),D3-ELEVATOR,113,1927,"82,916","2,083,527",25.13,"653,673",7.88,"1,429,854","10,382,000",125.21,0.14
Manhattan,1-01217-0006,"161 86 STREET
New York, NY
(40.62422583659114, -74.03414578885807)",UPPER WEST SIDE (79-96),D4-ELEVATOR,33,1914,83329,1825738,21.91,634134,7.61,1191604,8729000,104.75,1-01216-0054,"156 86 STREET
New York, NY
(40.624182889236224, -74.03420847577978)",UPPER WEST SIDE (79-96),D3-ELEVATOR,38,1916,76302,1247299,16.35,455302,5.97,791997,5386000,70.59,0.06,1-01216-0140,"120 86 STREET
New York, NY
(40.624514611888436, -74.03560899325524)",UPPER WEST SIDE (79-96),D9-ELEVATOR,48,1912,57799,1375337,23.8,327673,5.67,1047664,7630000,132.01,0.06,1-01236-0044,2412 BROADWAY,UPPER WEST SIDE (79-96),D6-ELEVATOR,52,1915,"76,627","1,733,066",22.62,"583,188",7.61,"1,149,878","8,403,000",109.66,0.16
Manhattan,1-01217-0029,"105 86 STREET
New York, NY
(40.62470766821794, -74.03619194053972)",UPPER WEST SIDE (79-96),D4-ELEVATOR,130,1929,123217,2699684,21.91,937681,7.61,1762003,12908000,104.76,1-01236-0029,"205 88 STREET
New York, NY
(40.622700151434884, -74.03426320655949)",UPPER WEST SIDE (79-96),D6-ELEVATOR,117,1923,96058,2096007,21.82,964432,10.04,1131575,8291000,86.31,0.16,1-01200-0019,"21 86 STREET
New York, NY
(40.625545971669744, -74.03971186419525)",UPPER WEST SIDE (79-96),D7-ELEVATOR,157,1927,141498,4780943,33.79,1678225,11.86,3102718,23029000,162.75,0.17,1-01236-0044,2412 BROADWAY,UPPER WEST SIDE (79-96),D6-ELEVATOR,52,1915,"76,627","1,733,066",22.62,"583,188",7.61,"1,149,878","8,403,000",109.66,0.16
Manhattan,1-01224-0029,"100 94 STREET
New York, NY
(40.61873991834669, -74.03691829594182)",UPPER WEST SIDE (79-96),D4-ELEVATOR,172,1966,199526,4008477,20.09,1721909,8.63,2286568,11660000,58.44,1-01844-0005,"71 108 STREET
New York, NY
(40.80022393843008, -73.96109385635647)",MANHATTAN VALLEY,C4-WALK-UP,18,1900,18465,326398,17.68,168229,9.11,158169,1141000,61.79,0.77,1-01775-0045,"160 127 STREET
New York, NY
(40.80976352572315, -73.94625146562963)",HARLEM-CENTRAL,D3-ELEVATOR,90,2003,73354,1596238,21.76,812030,11.07,784208,4950000,67.48,2.01,1-01202-0001,69 WEST 88 STREET,UPPER WEST SIDE (79-96),D3-ELEVATOR,169,1983,"152,765","3,068,755",20.09,"1,318,113",8.63,"1,750,642","9,660,000",63.23,0.3
Manhattan,1-01225-0055,"160 95 STREET
New York, NY
(40.61712593588433, -74.03654843992776)",UPPER WEST SIDE (79-96),D4-ELEVATOR,37,1914,61800,1309542,21.19,485130,7.85,824412,6049000,97.88,1-01240-0036,"676 AMSTERDAM AVENUE
New York, NY
(40.79195475636516, -73.97190536531264)",UPPER WEST SIDE (79-96),D7-ELEVATOR,81,1934,68840,1734080,25.19,745537,10.83,988543,7176000,104.24,0.16,1-01226-0040,"110 96 STREET
New York, NY
(40.616281182706686, -74.03669785733159)",UPPER WEST SIDE (79-96),D3-ELEVATOR,60,1926,81030,1717326,21.19,635687,7.85,1081639,7936000,97.94,0.05,1-01851-0005,143 WEST 96 STREET,UPPER WEST SIDE (96-116),D3-ELEVATOR,92,1927,"96,000","1,939,200",20.2,"872,640",9.09,"1,066,560","7,623,000",79.41,0.11
Manhattan,1-01226-0043,"126 96 STREET
New York, NY
(40.61634260089465, -74.0365218838717)",UPPER WEST SIDE (79-96),D4-ELEVATOR,29,1910,19450,392890,20.2,117867,6.06,275023,1966000,101.08,1-01226-0040,"110 96 STREET
New York, NY
(40.616281182706686, -74.03669785733159)",UPPER WEST SIDE (79-96),D3-ELEVATOR,60,1926,81030,1717326,21.19,635687,7.85,1081639,7936000,97.94,0,1-01851-0005,"143 96 STREET
New York, NY
(40.616456000400085, -74.03636985968312)",UPPER WEST SIDE (96-116),D3-ELEVATOR,92,1927,96000,1939200,20.2,872640,9.09,1066560,7623000,79.41,0.06,1-01242-0128,203 WEST 94 STREET,UPPER WEST SIDE (79-96),D1-ELEVATOR,24,1925,"22,800","447,028",19.61,"197,439",8.66,"249,589","1,788,000",78.42,0.13
Manhattan,1-01226-0045,"132 96 STREET
New York, NY
(40.616365632725895, -74.0364558937934)",UPPER WEST SIDE (79-96),D4-ELEVATOR,212,1967,196650,3950699,20.09,1697090,8.63,2253609,14385000,73.15,1-01226-0029,"720 COLUMBUS AVENUE
New York, NY
(40.79249434958274, -73.96779546363871)",UPPER WEST SIDE (79-96),D6-ELEVATOR,171,1986,232831,7452920,32.01,2831225,12.16,4621695,34452000,147.97,0,1-01202-0001,"69 88 STREET
New York, NY
(40.623627512896256, -74.03815406892434)",UPPER WEST SIDE (79-96),D3-ELEVATOR,169,1983,152765,3068755,20.09,1318113,8.63,1750642,9660000,63.23,0.39,1-01842-0042,14 WEST 107 STREET,MANHATTAN VALLEY,D1-ELEVATOR,89,1910,"68,200","1,292,494",18.95,"436,064",6.39,"856,430","6,147,000",90.13,0.6
Manhattan,1-01229-0001,"440 END AVENUE
New York, NY
(40.756053999992105, -73.9869510002884)",UPPER WEST SIDE (79-96),D4-ELEVATOR,99,1928,162075,3784451,23.35,1778692,10.97,2005759,14633000,90.29,1-01228-0001,"420 END AVENUE
New York, NY
(40.756053999992105, -73.9869510002884)",UPPER WEST SIDE (79-96),D3-ELEVATOR,38,1916,85942,1778999,20.7,818168,9.52,960831,7058000,82.13,0.05,1-01245-0040,"328 83 STREET
New York, NY
(40.625473066322776, -74.0293647782549)",UPPER WEST SIDE (79-96),D3-ELEVATOR,42,1950,30600,714510,23.35,321300,10.5,393210,2869000,93.76,0.1,1-01231-0026,215 WEST 83 STREET,UPPER WEST SIDE (79-96),D3-ELEVATOR,113,1927,"82,916","2,083,527",25.13,"653,673",7.88,"1,429,854","10,382,000",125.21,0.13
Manhattan,1-01230-0061,"470 END AVENUE
New York, NY
(40.756053999992105, -73.9869510002884)",UPPER WEST SIDE (79-96),D4-ELEVATOR,108,1928,207126,6628032,32,2191393,10.58,4436639,33075000,159.69,1-01244-0072,"441 END AVENUE
New York, NY
(40.756053999992105, -73.9869510002884)",UPPER WEST SIDE (79-96),D5-ELEVATOR,103,1926,240040,5652942,23.55,2542024,10.59,3110918,22686000,94.51,0.09,1-01230-0043,"2290 BROADWAY
New York, NY
(40.78622607503854, -73.97808370765392)",UPPER WEST SIDE (79-96),D6-ELEVATOR,125,1924,165452,5293936,32,1750347,10.58,3543589,26417000,159.67,0.09,1-01232-0055,2333 BROADWAY,UPPER WEST SIDE (79-96),D6-ELEVATOR,128,1922,"111,811","3,590,971",32.12,"1,407,605",12.59,"2,183,366","16,272,000",145.53,0.1
Manhattan,1-01231-0001,"480 END AVENUE
New York, NY
(40.756053999992105, -73.9869510002884)",UPPER WEST SIDE (79-96),D4-ELEVATOR,69,1913,140076,3650381,26.06,1766358,12.61,1884023,13640000,97.38,1-01230-0043,"2290 BROADWAY
New York, NY
(40.78622607503854, -73.97808370765392)",UPPER WEST SIDE (79-96),D6-ELEVATOR,125,1924,165452,5293936,32,1750347,10.58,3543589,26417000,159.67,0.1,1-01233-0029,"520 AMSTERDAM AVENUE
New York, NY
(40.787206336050474, -73.97536775512543)",UPPER WEST SIDE (79-96),D6-ELEVATOR,87,1929,102693,2702441,26.32,994911,9.69,1707530,12355000,120.31,0.14,1-01244-0072,441 WEST END AVENUE,UPPER WEST SIDE (79-96),D5-ELEVATOR,103,1926,"240,040","5,652,942",23.55,"2,542,024",10.59,"3,110,918","22,686,000",94.51,0.12
Manhattan,1-01232-0037,"202 85 STREET
New York, NY
(40.62492489087459, -74.03332504084257)",UPPER WEST SIDE (79-96),C6-WALK-UP,55,1910,77620,2306866,29.72,804143,10.36,1502723,11263000,145.1,1-01233-0024,"211 85 STREET
New York, NY
(40.624928008974656, -74.03308591760901)",UPPER WEST SIDE (79-96),C1-WALK-UP,13,1910,13015,386798,29.72,134883,10.36,251915,1888000,145.06,0.05,1-01230-0030,"462 AMSTERDAM AVENUE
New York, NY
(40.78525480724687, -73.97678868393172)",UPPER WEST SIDE (79-96),C7-WALK-UP,14,1910,10638,362440,34.07,120642,11.34,241798,1792000,168.45,0.1,1-01215-0063,511 AMSTERDAM AVENUE,UPPER WEST SIDE (79-96),C7-WALK-UP,13,1900,"10,330","288,652",27.94,"112,206",10.86,"176,446","1,270,000",122.94,0.13
Manhattan,1-01235-0002,"562 END AVENUE
New York, NY
(40.756053999992105, -73.9869510002884)",UPPER WEST SIDE (79-96),D4-ELEVATOR,86,1913,71126,1551969,21.82,419643,5.9,1132326,8296000,116.64,1-01235-0010,"2381 BROADWAY
New York, NY
(40.78926578349757, -73.97585338902127)",UPPER WEST SIDE (79-96),D7-ELEVATOR,44,1900,60500,1469611,24.29,576395,9.53,893216,6498000,107.4,0,1-01236-0044,"2412 BROADWAY
New York, NY
(40.78997624790071, -73.97507097885574)",UPPER WEST SIDE (79-96),D6-ELEVATOR,52,1915,76627,1733066,22.62,583188,7.61,1149878,8403000,109.66,0.1,1-01236-0029,205 WEST 88 STREET,UPPER WEST SIDE (79-96),D6-ELEVATOR,117,1923,"96,058","2,096,007",21.82,"964,432",10.04,"1,131,575","8,291,000",86.31,0.1
